stimulus_id,Happy,Beauty,Calm,Energizing,Angry,Electric/Acoustic,Distorted/Clear,Heavy/Light,Punchy/Smooth,Harmonious/Disharmonious,voice_age,voice_gender,voice_exagg,voice_type,target_of_toy_ad
FLJARDSdGLM,very,moderately,very,very,not,undefined,Clear,Light,undefined,undefined,BOTH children and adults,BOTH feminine and masculine voices,"No, all voices are normal-sounding",Spoken,Mixed
xW_3jja6hFQ,not,not,not,moderately,very,undefined,undefined,Heavy,Punchy,Harmonious,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Spoken,There are no actors/presenters or you can never see their faces
8ZKSazAgj7Q,not,not,moderately,very,moderately,Electric,Distorted,Heavy,Punchy,undefined,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Spoken,Boys/men
fzr246eEV-E,not,not,not,moderately,not,Electric,undefined,undefined,Punchy,Harmonious,Adults (including young adults),Feminine,Yes a feminine voice is gender exaggerated,Sung,Mixed
XF6lXzF4ltI,moderately,moderately,moderately,very,moderately,Acoustic,Distorted,undefined,Smooth,undefined,BOTH children and adults,BOTH feminine and masculine voices,"No, all voices are normal-sounding",Spoken,Boys/men
CcVTEKOG13o,not,moderately,moderately,very,moderately,Electric,undefined,undefined,Smooth,Disharmonious,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Mixed
ptE7EHKWG50,very,very,very,very,moderately,Electric,undefined,Heavy,Punchy,Harmonious,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Mixed
AsBTxUxT8-I,not,not,not,moderately,moderately,Electric,Distorted,Heavy,Punchy,undefined,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Spoken,Boys/men
KyAoy9PiJEk,very,moderately,moderately,moderately,moderately,undefined,undefined,Light,Smooth,undefined,Children,Feminine,"No, all voices are normal-sounding",Spoken,Mixed
P2IVTQfNTmo,not,moderately,not,very,very,Electric,Distorted,Heavy,undefined,Disharmonious,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Spoken,Boys/men
Oo1dMRp15_Q,not,moderately,not,not,not,Electric,Clear,Light,Punchy,Harmonious,Adults (including young adults),Feminine,Yes a feminine voice is gender exaggerated,BOTH spoken and sung,There are no actors/presenters or you can never see their faces
b87r9x2ukUg,very,very,very,moderately,not,undefined,Clear,Light,Smooth,Harmonious,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Spoken,There are no actors/presenters or you can never see their faces
jEtrbjHaZc8,not,not,not,very,very,Electric,undefined,Heavy,Punchy,Harmonious,There are no voices,There are no voices,There are no voices,There are no voices,Boys/men
WXom9NTISb8,not,not,not,very,very,Electric,Distorted,Heavy,Punchy,Disharmonious,There are no voices,There are no voices,There are no voices,There are no voices,Boys/men
2J7ZM8U9bw0,very,moderately,not,very,very,undefined,undefined,undefined,undefined,Harmonious,Adults (including young adults),Feminine,Yes a feminine voice is gender exaggerated,BOTH spoken and sung,Mixed
O-h2PeR39PI,not,not,not,moderately,very,Electric,Distorted,Heavy,Punchy,Disharmonious,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Spoken,Boys/men
06_OXzp1jh0,very,not,not,very,very,undefined,Distorted,undefined,undefined,Disharmonious,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Mixed
rJkc-PV3my0,moderately,moderately,very,not,not,undefined,Clear,Light,Smooth,Harmonious,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Spoken,Boys/men
_7-8YYf0dMA,very,very,very,very,not,Acoustic,undefined,Light,undefined,undefined,Children,Feminine,"No, all voices are normal-sounding",Spoken,Girls/women
xK9Miif2otY,moderately,not,not,not,moderately,undefined,undefined,undefined,undefined,undefined,There are no voices,There are no voices,There are no voices,There are no voices,Mixed
ELVHeeDug4U,moderately,moderately,moderately,not,not,undefined,Distorted,undefined,Smooth,undefined,BOTH children and adults,Feminine,"No, all voices are normal-sounding",BOTH spoken and sung,Girls/women
p9TNF9Bv4aw,not,not,moderately,very,moderately,Acoustic,undefined,undefined,undefined,undefined,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,There are no actors/presenters or you can never see their faces
-a9Jmy2fs3I,very,very,very,not,not,undefined,Clear,Light,Smooth,Harmonious,Adults (including young adults),BOTH feminine and masculine voices,"No, all voices are normal-sounding",BOTH spoken and sung,Mixed
HWp1y2cHrgo,moderately,moderately,moderately,not,moderately,Electric,undefined,undefined,undefined,Disharmonious,Adults (including young adults),Masculine,"No, all voices are normal-sounding",BOTH spoken and sung,Mixed
Se_WPWR0ZMU,not,moderately,moderately,very,very,Electric,Distorted,Heavy,Punchy,Harmonious,Adults (including young adults),Masculine,There are no voices,Spoken,There are no actors/presenters or you can never see their faces
e7urnfBBh3M,very,not,not,very,not,Electric,undefined,undefined,Punchy,undefined,Adults (including young adults),Feminine,"No, all voices are normal-sounding",BOTH spoken and sung,Mixed
kFkIC-XjFp0,moderately,moderately,very,not,not,Acoustic,undefined,Light,Smooth,undefined,Adults (including young adults),Feminine,Yes a feminine voice is gender exaggerated,Spoken,Girls/women
ta_v_mzbMTg,moderately,very,very,moderately,moderately,undefined,undefined,Heavy,undefined,undefined,Adults (including young adults),Feminine,Yes a feminine voice is gender exaggerated,Spoken,Girls/women
YrKlq72U0E4,not,moderately,not,moderately,very,Electric,undefined,Heavy,Punchy,Harmonious,Children,Masculine,"No, all voices are normal-sounding",Spoken,There are no actors/presenters or you can never see their faces
hxpeslOcIIA,very,very,very,not,not,undefined,undefined,Light,Smooth,undefined,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Spoken,Girls/women
8Mm00joqGFs,moderately,very,very,not,not,Acoustic,undefined,Light,Smooth,Harmonious,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Spoken,There are no actors/presenters or you can never see their faces
Jj-N2q3MRIc,moderately,moderately,not,not,moderately,Electric,undefined,undefined,undefined,undefined,Adults (including young adults),Feminine,Yes a feminine voice is gender exaggerated,BOTH spoken and sung,Girls/women
-BaTPbE0Gdo,very,very,very,not,not,undefined,Clear,Light,Smooth,Harmonious,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Spoken,Girls/women
q1S6UjO6rgQ,moderately,very,very,moderately,moderately,Electric,undefined,undefined,undefined,undefined,Adults (including young adults),Feminine,"No, all voices are normal-sounding",BOTH spoken and sung,Mixed
kJUOvHAZmVk,moderately,moderately,not,very,very,Electric,Distorted,Heavy,Punchy,Disharmonious,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Spoken,Boys/men
M-ErishbROk,moderately,moderately,moderately,very,not,Electric,Distorted,Heavy,Punchy,undefined,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Mixed
b9mftIxpif0,not,moderately,very,not,not,Acoustic,undefined,Light,Smooth,Harmonious,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,There are no actors/presenters or you can never see their faces
UZCoc30OxOE,very,moderately,moderately,very,very,Electric,Distorted,undefined,Punchy,undefined,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Spoken,Mixed
mkap8fCTUKs,moderately,moderately,very,not,moderately,undefined,undefined,Heavy,undefined,Harmonious,There are no voices,There are no voices,There are no voices,There are no voices,Mixed
oRr55oLW8Y8,very,very,very,moderately,moderately,undefined,undefined,Light,Punchy,undefined,BOTH children and adults,BOTH feminine and masculine voices,"No, all voices are normal-sounding",BOTH spoken and sung,Mixed
DHd-9Cx6fpc,moderately,not,not,very,very,undefined,Distorted,Heavy,Punchy,Disharmonious,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,There are no actors/presenters or you can never see their faces
LHZKQoaZMpY,moderately,very,very,not,not,Acoustic,Clear,Light,Smooth,Harmonious,Children,Feminine,Yes a feminine voice is gender exaggerated,Spoken,Girls/women
8Dq2peBijDw,not,not,not,moderately,very,Electric,Distorted,Heavy,undefined,undefined,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Spoken,Mixed
Z3JQHGaRQ7I,very,not,not,very,very,Acoustic,Distorted,undefined,undefined,undefined,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Spoken,Mixed
d77iqD6bMHM,moderately,not,not,not,very,Electric,undefined,undefined,Punchy,undefined,Adults (including young adults),Feminine,Yes a feminine voice is gender exaggerated,BOTH spoken and sung,Girls/women
DqQZSbSfQ6g,moderately,moderately,not,not,not,undefined,undefined,Light,undefined,Harmonious,Children,Feminine,"No, all voices are normal-sounding",Sung,Girls/women
WroQbOL8Vpw,moderately,moderately,very,not,not,undefined,undefined,Light,Smooth,Harmonious,BOTH children and adults,Feminine,Yes a feminine voice is gender exaggerated,Spoken,Girls/women
Z00vBKSQrgU,not,not,not,moderately,very,Electric,Distorted,Heavy,undefined,Disharmonious,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Spoken,Boys/men
hAiBmTJhhJs,moderately,moderately,very,not,not,undefined,undefined,undefined,Punchy,Disharmonious,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Mixed
Y2Skw39jGlQ,moderately,not,moderately,not,not,Acoustic,Clear,Light,undefined,Harmonious,Children,Masculine,"No, all voices are normal-sounding",Spoken,Boys/men
y6wJehV4tis,moderately,moderately,moderately,very,moderately,Acoustic,undefined,Light,Smooth,undefined,Children,BOTH feminine and masculine voices,"No, all voices are normal-sounding",Spoken,Mixed
1cBoo3E5b3Y,moderately,moderately,not,very,moderately,Electric,undefined,undefined,Punchy,undefined,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Mixed
Xh-dQTJAaqE,moderately,moderately,moderately,moderately,very,undefined,undefined,undefined,undefined,Disharmonious,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Mixed
K8KoD8249XE,not,not,not,not,very,undefined,Distorted,Heavy,undefined,Disharmonious,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Spoken,Boys/men
kxhDnxDm0RM,not,not,not,very,very,Electric,Distorted,Heavy,Punchy,Disharmonious,There are no voices,There are no voices,There are no voices,There are no voices,There are no actors/presenters or you can never see their faces
Lb1VBf2Fykc,very,moderately,very,very,very,undefined,undefined,Heavy,Punchy,Harmonious,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Mixed
PlFJmhRZsc8,not,not,not,very,very,Electric,Distorted,Heavy,Punchy,Disharmonious,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Spoken,Boys/men
hsKRQfwRRSI,not,not,not,moderately,very,undefined,Distorted,Heavy,undefined,undefined,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Sung,There are no actors/presenters or you can never see their faces
fM1ARuVwYT4,not,moderately,moderately,very,very,undefined,undefined,Heavy,Punchy,Harmonious,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Boys/men
kVGcmBU-GIQ,moderately,very,very,very,moderately,Electric,Clear,Light,Punchy,undefined,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Spoken,Girls/women
LnsUJ5qlJi4,not,not,not,very,very,Electric,Distorted,undefined,undefined,Disharmonious,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Spoken,Boys/men
8hm_SPwqUw4,very,very,very,not,not,undefined,undefined,undefined,Smooth,Disharmonious,Adults (including young adults),Feminine,Yes a feminine voice is gender exaggerated,BOTH spoken and sung,Girls/women
odLNWTZGSyg,very,very,moderately,not,not,Electric,Clear,Heavy,Punchy,undefined,Adults (including young adults),Feminine,"No, all voices are normal-sounding",BOTH spoken and sung,Girls/women
RcXaVTonC7c,not,not,not,very,moderately,Electric,Distorted,Heavy,Punchy,Disharmonious,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Spoken,Boys/men
48EkYd1GFhY,very,not,moderately,very,moderately,Acoustic,undefined,Light,Smooth,undefined,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Mixed
WZr7t3DXYsA,moderately,moderately,moderately,moderately,very,Acoustic,Clear,Light,undefined,Harmonious,Adults (including young adults),Feminine,Yes a feminine voice is gender exaggerated,Sung,Girls/women
GXojZcA86Oo,very,very,very,not,not,Acoustic,Clear,Light,Smooth,Harmonious,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Sung,Girls/women
c7zjMd_AlKo,very,moderately,very,very,not,Acoustic,Clear,undefined,undefined,undefined,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Spoken,Mixed
tKelI4U_y6Q,moderately,very,very,moderately,not,Acoustic,undefined,Light,Smooth,Harmonious,BOTH children and adults,Feminine,"No, all voices are normal-sounding",Spoken,Girls/women
Qrt4cA5Te_Y,not,moderately,not,very,very,Electric,Distorted,Heavy,Punchy,Harmonious,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Boys/men
jltRPLHjR0o,not,not,not,not,moderately,Electric,Distorted,undefined,Smooth,Disharmonious,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Mixed
B3O1NwkOOe4,very,very,moderately,moderately,not,undefined,undefined,Light,Smooth,undefined,BOTH children and adults,BOTH feminine and masculine voices,"No, all voices are normal-sounding",Spoken,Mixed
sNRNopTkfXk,not,not,not,very,very,Acoustic,undefined,undefined,Smooth,undefined,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Spoken,There are no actors/presenters or you can never see their faces
SXkaG2VNqbE,moderately,very,very,not,not,undefined,undefined,Light,Smooth,Harmonious,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Spoken,Girls/women
e0CG3x4Z_fk,very,very,very,very,not,Acoustic,Clear,Light,Smooth,Harmonious,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Spoken,Mixed
EXL8_DhTqNE,very,not,not,very,moderately,Electric,Distorted,undefined,undefined,Disharmonious,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Mixed
fV42vrfFvNs,very,very,very,not,not,Acoustic,Clear,undefined,undefined,Harmonious,Adults (including young adults),Feminine,"No, all voices are normal-sounding",BOTH spoken and sung,Mixed
1onOMfFae74,very,very,very,not,not,Acoustic,Clear,Light,Smooth,Harmonious,Adults (including young adults),Feminine,"No, all voices are normal-sounding",BOTH spoken and sung,Girls/women
ipvWSzXXN14,moderately,very,very,not,moderately,undefined,Clear,undefined,undefined,Harmonious,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Sung,Girls/women
IdUirgutDgk,not,not,not,very,very,Electric,Clear,Heavy,undefined,Harmonious,There are no voices,There are no voices,There are no voices,There are no voices,There are no actors/presenters or you can never see their faces
lo68aakVEpc,moderately,not,not,very,not,undefined,undefined,Heavy,undefined,undefined,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Spoken,Boys/men
J5HhmWTTGEM,very,very,very,not,not,Acoustic,Clear,Light,Smooth,Harmonious,Adults (including young adults),Feminine,Yes a feminine voice is gender exaggerated,Spoken,Girls/women
GHLDC7lorFk,not,not,not,not,very,Acoustic,Distorted,undefined,undefined,undefined,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Spoken,There are no actors/presenters or you can never see their faces
SlYasXQ36eE,very,not,not,moderately,not,Electric,Distorted,undefined,undefined,Harmonious,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Mixed
Y2zE_9YFstU,very,moderately,moderately,very,very,undefined,undefined,undefined,undefined,undefined,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,There are no actors/presenters or you can never see their faces
r8WRpcfMZ8I,very,very,moderately,not,not,Electric,Clear,Light,Punchy,Harmonious,Adults (including young adults),Feminine,Yes a feminine voice is gender exaggerated,Sung,Girls/women
LVmmGDCgDu8,not,not,not,very,very,Electric,Distorted,Heavy,Punchy,Disharmonious,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Spoken,Boys/men
KEEFbsGQueI,moderately,not,very,not,not,Acoustic,undefined,Light,Smooth,Harmonious,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,There are no actors/presenters or you can never see their faces
rjCh8YafGhQ,very,very,very,not,not,Acoustic,undefined,Light,Smooth,Disharmonious,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Mixed
W8z5glKz39Y,not,not,not,very,very,undefined,Distorted,Heavy,Punchy,undefined,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Spoken,Boys/men
SeLZVNxsX2w,very,moderately,very,moderately,not,Acoustic,Distorted,Light,Smooth,Disharmonious,Children,Feminine,Yes a feminine voice is gender exaggerated,Spoken,Mixed
c9iawUthtNY,not,moderately,not,moderately,moderately,Electric,Distorted,Heavy,Punchy,undefined,BOTH children and adults,BOTH feminine and masculine voices,"No, all voices are normal-sounding",Spoken,Mixed
swnTr8-F3ic,not,not,not,moderately,very,Acoustic,Clear,Heavy,Smooth,Harmonious,There are no voices,There are no voices,There are no voices,There are no voices,There are no actors/presenters or you can never see their faces
tuovbTrSLvE,not,not,moderately,very,moderately,Electric,Distorted,undefined,undefined,undefined,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Spoken,Mixed
-KKsNKY4V8k,very,very,very,not,not,undefined,undefined,undefined,Smooth,Harmonious,Adults (including young adults),Feminine,Yes a feminine voice is gender exaggerated,BOTH spoken and sung,Girls/women
nNjnT7tHIwA,not,moderately,moderately,very,very,Electric,undefined,Heavy,undefined,Disharmonious,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Sung,There are no actors/presenters or you can never see their faces
GNLdz_GH8fs,very,very,very,not,not,Acoustic,Clear,Light,Smooth,Harmonious,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Girls/women
5cU-BzR-fek,very,not,moderately,very,moderately,undefined,undefined,undefined,Smooth,Harmonious,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Mixed
DE15rbeNgLI,moderately,moderately,moderately,not,not,Electric,undefined,undefined,undefined,undefined,Adults (including young adults),Feminine,Yes a feminine voice is gender exaggerated,Spoken,Girls/women
6Rg3FFuShGI,not,not,not,very,very,Acoustic,undefined,undefined,Smooth,undefined,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Spoken,There are no actors/presenters or you can never see their faces
3cZMIJq5gis,moderately,not,moderately,moderately,moderately,Electric,Distorted,Heavy,undefined,Disharmonious,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Mixed
P1TUfuacr-s,moderately,not,not,very,not,Electric,Distorted,Heavy,undefined,Disharmonious,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Spoken,Mixed
awK4jz6RWkU,moderately,not,very,not,not,undefined,undefined,undefined,Smooth,undefined,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Mixed
OrXJVDkRmis,moderately,not,not,moderately,moderately,Acoustic,undefined,undefined,Punchy,Harmonious,Children,BOTH feminine and masculine voices,"No, all voices are normal-sounding",Sung,Mixed
02qnqWCCdaI,not,not,not,not,very,Electric,Distorted,Heavy,undefined,undefined,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Boys/men
_KrfMdJMlDM,not,moderately,moderately,not,not,Electric,undefined,Light,Smooth,Disharmonious,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Mixed
LW4UMSQNgpM,moderately,very,very,not,moderately,undefined,undefined,Light,Smooth,undefined,Children,Feminine,Yes a feminine voice is gender exaggerated,Spoken,Girls/women
1eojD029X8E,moderately,very,very,moderately,not,undefined,Clear,Heavy,undefined,undefined,Adults (including young adults),Feminine,Yes a feminine voice is gender exaggerated,Spoken,Girls/women
eL-YIdxfu3A,moderately,very,very,not,not,Acoustic,Clear,Light,Smooth,Harmonious,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Spoken,Girls/women
N7i6-eyd3aI,moderately,not,not,moderately,moderately,Electric,undefined,undefined,undefined,Harmonious,Adults (including young adults),BOTH feminine and masculine voices,"No, all voices are normal-sounding",Spoken,There are no actors/presenters or you can never see their faces
yxkQMmtVeG8,very,very,moderately,very,not,Electric,undefined,Light,Smooth,Harmonious,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Spoken,Girls/women
QqonAr7ajPg,very,not,not,very,not,Acoustic,Clear,Light,undefined,Harmonious,Adults (including young adults),Masculine,"No, all voices are normal-sounding",BOTH spoken and sung,Mixed
ygXt9OPfzEE,very,very,very,very,not,undefined,undefined,undefined,undefined,Harmonious,Adults (including young adults),Feminine,Yes a feminine voice is gender exaggerated,BOTH spoken and sung,Girls/women
wwqq-jbLzK4,very,very,very,not,not,Acoustic,Clear,Light,Smooth,Harmonious,There are no voices,There are no voices,There are no voices,There are no voices,There are no actors/presenters or you can never see their faces
7ZEF-H-Cyno,very,not,very,moderately,not,undefined,undefined,undefined,undefined,undefined,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Mixed
u_cbkgWZaM8,very,very,not,very,not,Electric,undefined,undefined,undefined,Disharmonious,Adults (including young adults),Feminine,Yes a feminine voice is gender exaggerated,Spoken,Girls/women
ExJpDpg2T_A,not,moderately,not,not,not,undefined,Clear,Light,Punchy,Harmonious,Children,Feminine,Yes a feminine voice is gender exaggerated,Sung,Girls/women
D9QZLIMKEno,very,moderately,very,very,not,Electric,undefined,undefined,undefined,undefined,Children,Unclear,"No, all voices are normal-sounding",Spoken,Mixed
mZNuwuGdeoo,not,moderately,not,very,very,Electric,undefined,Heavy,undefined,Disharmonious,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,There are no actors/presenters or you can never see their faces
LYVEt97fWLM,moderately,moderately,very,moderately,not,Acoustic,Clear,Light,Smooth,Harmonious,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Mixed
SLSo8iqFsFE,not,not,not,very,moderately,Electric,Distorted,Heavy,undefined,Disharmonious,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Boys/men
EXVVcmoPCbA,very,not,not,very,moderately,Electric,Distorted,Heavy,undefined,undefined,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Mixed
3BMd4oMNAFg,not,not,not,not,very,Acoustic,undefined,undefined,Smooth,Harmonious,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Spoken,There are no actors/presenters or you can never see their faces
1svuTm2KSiw,not,not,moderately,moderately,not,undefined,Distorted,undefined,undefined,Disharmonious,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Boys/men
n1YdT9RHvwU,moderately,very,moderately,moderately,moderately,Electric,undefined,undefined,undefined,Harmonious,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Spoken,Girls/women
L_k7TXQ2Tmw,very,moderately,very,very,not,Electric,undefined,Heavy,Punchy,undefined,Adults (including young adults),Feminine,"No, all voices are normal-sounding",BOTH spoken and sung,Mixed
R3nQ2yAqag4,not,moderately,moderately,not,not,Electric,Distorted,undefined,undefined,undefined,Adults (including young adults),Feminine,Yes a feminine voice is gender exaggerated,BOTH spoken and sung,Girls/women
bBSU7U9f98w,not,moderately,moderately,not,not,Electric,Distorted,Light,Smooth,Disharmonious,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Mixed
rkmGVKQwMOA,moderately,moderately,moderately,very,moderately,Electric,undefined,undefined,undefined,Harmonious,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Boys/men
JGR4ryWa8u0,not,moderately,moderately,moderately,very,Electric,Distorted,Heavy,undefined,Disharmonious,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Spoken,Boys/men
_R2heFBQC_8,moderately,not,not,very,very,Acoustic,Distorted,undefined,undefined,Disharmonious,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Spoken,Mixed
ulURkxonNpU,very,very,moderately,very,moderately,undefined,Distorted,undefined,Smooth,Disharmonious,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Spoken,Mixed
lxHh_AJ0-jE,not,not,not,not,very,Electric,Distorted,Heavy,Punchy,Disharmonious,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Boys/men
czj-OJr9gFs,not,not,moderately,moderately,very,undefined,Distorted,Heavy,Punchy,Disharmonious,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Spoken,Boys/men
Kz2v4QYRsBw,very,very,very,not,not,Acoustic,Clear,Light,Smooth,Harmonious,Adults (including young adults),Feminine,Yes a feminine voice is gender exaggerated,Spoken,Mixed
lH9eT078eJc,very,very,moderately,moderately,not,undefined,Distorted,undefined,undefined,Harmonious,Adults (including young adults),Feminine,"No, all voices are normal-sounding",BOTH spoken and sung,Girls/women
u0DskPo_-dQ,not,not,not,very,very,Electric,undefined,undefined,Punchy,Disharmonious,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Spoken,Mixed
gtwklqUz1UY,moderately,moderately,not,moderately,not,Electric,undefined,undefined,Punchy,Harmonious,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Sung,There are no actors/presenters or you can never see their faces
QV2snXd5ZlQ,moderately,very,moderately,very,moderately,Electric,undefined,undefined,Punchy,Harmonious,Adults (including young adults),Feminine,Yes a feminine voice is gender exaggerated,BOTH spoken and sung,Girls/women
A_GQGfxzc6k,moderately,moderately,moderately,moderately,not,Electric,Distorted,undefined,undefined,Harmonious,Adults (including young adults),Feminine,"No, all voices are normal-sounding",BOTH spoken and sung,Mixed
mKBujFF2txY,not,not,not,not,not,Electric,undefined,Heavy,undefined,Disharmonious,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Boys/men
VLM53mDZT4U,not,moderately,not,very,moderately,Electric,Distorted,Heavy,undefined,Disharmonious,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Spoken,Boys/men
SFDQWY3IQ6A,not,not,moderately,moderately,moderately,Electric,Distorted,Heavy,undefined,undefined,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Spoken,Mixed
-o98tc5dDUI,moderately,moderately,very,moderately,moderately,undefined,undefined,undefined,undefined,Disharmonious,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Mixed
LZm_wAgLSFE,very,very,very,not,not,undefined,Distorted,undefined,undefined,undefined,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Spoken,Girls/women
wI1q70-bcQE,not,moderately,very,moderately,moderately,undefined,undefined,Light,Smooth,Disharmonious,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Mixed
JXF8t1yznCk,moderately,not,moderately,moderately,moderately,undefined,undefined,Light,undefined,Harmonious,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Mixed
