stimulus_id,Happy,Amusing,Beauty,Calm,Energizing,Angry,Triumphant,Many Instruments/Few Instruments,Wide pitch variation/Narrow pitch variation,Clear melody/No melody,Repetitive/Non-repetitive,Complex rhythm/Simple rhythm,Fast tempo/Slow tempo,Strong beat/Weak beat,Electric/Acoustic,Distorted/Clear,Loud/Soft,Heavy/Light,High pitch/Low pitch,Punchy/Smooth,Harmonious/Disharmonious,Dense/Sparse,voice_age,voice_gender,voice_exagg,voice_type,target_of_toy_ad
tXrsSbHI0sQ,high,high,high,low,high,low,low,Many Instruments,Wide pitch variation,Clear melody,Non-repetitive,Complex rhythm,Slow tempo,Strong beat,Electric,Clear,Loud,Light,High pitch,Punchy,Harmonious,Dense,Children,Feminine,Yes a feminine voice is gender exaggerated,Sung,Girls/women
Bt3xT0QvitI,low,high,high,high,high,low,low,Few Instruments,Wide pitch variation,No melody,Non-repetitive,Complex rhythm,Fast tempo,Strong beat,Acoustic,Clear,Loud,Light,High pitch,Smooth,Disharmonious,Sparse,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,There are no actors/presenters or you can never see their faces
9cy0NymlDV0,low,high,high,high,low,low,low,Few Instruments,Narrow pitch variation,Clear melody,Repetitive,Complex rhythm,Slow tempo,Weak beat,Acoustic,Distorted,Soft,Light,Low pitch,Smooth,Disharmonious,Sparse,Children,Feminine,Yes a feminine voice is gender exaggerated,Spoken,Girls/women
k8oFPfgOkzI,low,low,low,low,low,high,low,Many Instruments,Wide pitch variation,Clear melody,Repetitive,Complex rhythm,Fast tempo,Strong beat,Acoustic,Distorted,Loud,Heavy,Low pitch,Punchy,Harmonious,Dense,There are no voices,There are no voices,There are no voices,There are no voices,Boys/men
mo3JXjRkl54,high,low,low,high,high,low,high,Many Instruments,Narrow pitch variation,Clear melody,Repetitive,Simple rhythm,Fast tempo,Strong beat,Electric,Clear,Loud,Heavy,High pitch,Punchy,Harmonious,Dense,Adults (including young adults),Feminine,"No, all voices are normal-sounding",BOTH spoken and sung,Mixed
ENjv1qKNS4A,high,low,high,high,high,low,high,Few Instruments,Wide pitch variation,Clear melody,Non-repetitive,Complex rhythm,Slow tempo,Strong beat,Electric,Distorted,Soft,Light,High pitch,Smooth,Harmonious,Sparse,Adults (including young adults),Feminine,"No, all voices are normal-sounding",BOTH spoken and sung,Girls/women
AJKBKR6MPO0,high,low,low,high,low,low,low,Few Instruments,Narrow pitch variation,Clear melody,Repetitive,Simple rhythm,Fast tempo,Strong beat,Acoustic,Clear,Soft,Light,High pitch,Smooth,Harmonious,Sparse,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Spoken,Mixed
FLJARDSdGLM,high,high,high,high,high,low,low,Few Instruments,Narrow pitch variation,Clear melody,Repetitive,Complex rhythm,Slow tempo,Strong beat,Acoustic,Clear,Soft,Light,High pitch,Smooth,Harmonious,Sparse,BOTH children and adults,BOTH feminine and masculine voices,"No, all voices are normal-sounding",Spoken,Mixed
xW_3jja6hFQ,low,low,low,low,low,high,high,Many Instruments,Wide pitch variation,Clear melody,Repetitive,Complex rhythm,Slow tempo,Strong beat,Electric,Distorted,Loud,Heavy,Low pitch,Punchy,Harmonious,Dense,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Spoken,There are no actors/presenters or you can never see their faces
8ZKSazAgj7Q,low,low,low,high,high,high,high,Many Instruments,Wide pitch variation,No melody,Repetitive,Complex rhythm,Slow tempo,Strong beat,Electric,Distorted,Loud,Heavy,Low pitch,Punchy,Disharmonious,Dense,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Spoken,Boys/men
fzr246eEV-E,low,low,low,low,low,low,low,Few Instruments,Narrow pitch variation,Clear melody,Repetitive,Simple rhythm,Fast tempo,Strong beat,Electric,Clear,Loud,Heavy,High pitch,Punchy,Harmonious,Dense,Adults (including young adults),Feminine,Yes a feminine voice is gender exaggerated,Sung,Mixed
XF6lXzF4ltI,high,high,high,high,high,low,high,Many Instruments,Narrow pitch variation,No melody,Non-repetitive,Simple rhythm,Slow tempo,Weak beat,Acoustic,Distorted,Soft,Light,Low pitch,Smooth,Disharmonious,Sparse,BOTH children and adults,BOTH feminine and masculine voices,"No, all voices are normal-sounding",Spoken,Boys/men
CcVTEKOG13o,low,high,low,high,high,high,high,Many Instruments,Wide pitch variation,No melody,Non-repetitive,Complex rhythm,Slow tempo,Weak beat,Electric,Distorted,Soft,Light,High pitch,Smooth,Disharmonious,Sparse,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Mixed
ptE7EHKWG50,high,high,high,high,high,low,high,Many Instruments,Wide pitch variation,Clear melody,Non-repetitive,Complex rhythm,Fast tempo,Strong beat,Electric,Distorted,Loud,Heavy,High pitch,Punchy,Harmonious,Dense,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Mixed
AsBTxUxT8-I,low,high,low,low,low,high,high,Many Instruments,Wide pitch variation,No melody,Non-repetitive,Complex rhythm,Slow tempo,Strong beat,Electric,Distorted,Loud,Heavy,Low pitch,Punchy,Disharmonious,Dense,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Spoken,Boys/men
KyAoy9PiJEk,high,high,low,low,high,low,low,Few Instruments,Narrow pitch variation,Clear melody,Repetitive,Simple rhythm,Slow tempo,Weak beat,Acoustic,Distorted,Soft,Light,Low pitch,Smooth,Disharmonious,Sparse,Children,Feminine,"No, all voices are normal-sounding",Spoken,Mixed
P2IVTQfNTmo,low,high,low,low,high,high,high,Many Instruments,Narrow pitch variation,No melody,Non-repetitive,Complex rhythm,Slow tempo,Weak beat,Electric,Distorted,Loud,Heavy,Low pitch,Punchy,Disharmonious,Dense,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Spoken,Boys/men
Oo1dMRp15_Q,low,low,low,low,low,low,low,Many Instruments,Wide pitch variation,Clear melody,Repetitive,Simple rhythm,Fast tempo,Strong beat,Electric,Clear,Loud,Light,High pitch,Punchy,Harmonious,Sparse,Adults (including young adults),Feminine,Yes a feminine voice is gender exaggerated,BOTH spoken and sung,There are no actors/presenters or you can never see their faces
b87r9x2ukUg,high,low,high,high,low,low,high,Many Instruments,Wide pitch variation,No melody,Repetitive,Simple rhythm,Slow tempo,Strong beat,Acoustic,Clear,Soft,Light,High pitch,Smooth,Harmonious,Dense,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Spoken,There are no actors/presenters or you can never see their faces
jEtrbjHaZc8,low,low,low,low,high,high,high,Many Instruments,Narrow pitch variation,Clear melody,Repetitive,Complex rhythm,Fast tempo,Strong beat,Electric,Distorted,Loud,Heavy,Low pitch,Punchy,Harmonious,Dense,There are no voices,There are no voices,There are no voices,There are no voices,Boys/men
WXom9NTISb8,low,low,low,low,high,high,high,Many Instruments,Wide pitch variation,No melody,Repetitive,Complex rhythm,Fast tempo,Strong beat,Electric,Distorted,Loud,Heavy,Low pitch,Punchy,Disharmonious,Dense,There are no voices,There are no voices,There are no voices,There are no voices,Boys/men
2J7ZM8U9bw0,high,high,high,low,high,high,high,Many Instruments,Narrow pitch variation,Clear melody,Repetitive,Simple rhythm,Fast tempo,Strong beat,Acoustic,Distorted,Loud,Heavy,High pitch,Punchy,Harmonious,Dense,Adults (including young adults),Feminine,Yes a feminine voice is gender exaggerated,BOTH spoken and sung,Mixed
O-h2PeR39PI,low,low,low,low,high,high,low,Many Instruments,Wide pitch variation,No melody,Non-repetitive,Complex rhythm,Fast tempo,Weak beat,Electric,Distorted,Loud,Heavy,Low pitch,Punchy,Disharmonious,Dense,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Spoken,Boys/men
06_OXzp1jh0,high,high,low,low,high,high,high,Few Instruments,Narrow pitch variation,No melody,Repetitive,Simple rhythm,Fast tempo,Weak beat,Electric,Distorted,Soft,Light,High pitch,Smooth,Disharmonious,Sparse,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Mixed
rJkc-PV3my0,low,low,high,high,low,low,high,Few Instruments,Narrow pitch variation,Clear melody,Repetitive,Simple rhythm,Slow tempo,Weak beat,Electric,Clear,Soft,Light,High pitch,Smooth,Harmonious,Sparse,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Spoken,Boys/men
_7-8YYf0dMA,high,low,high,high,high,low,low,Many Instruments,Wide pitch variation,No melody,Non-repetitive,Simple rhythm,Fast tempo,Weak beat,Acoustic,Clear,Loud,Light,High pitch,Smooth,Disharmonious,Sparse,Children,Feminine,"No, all voices are normal-sounding",Spoken,Girls/women
xK9Miif2otY,low,high,low,low,low,high,low,Many Instruments,Wide pitch variation,No melody,Non-repetitive,Simple rhythm,Fast tempo,Weak beat,Electric,Clear,Soft,Light,Low pitch,Punchy,Disharmonious,Sparse,There are no voices,There are no voices,There are no voices,There are no voices,Mixed
ELVHeeDug4U,low,high,high,high,low,low,low,Few Instruments,Wide pitch variation,No melody,Repetitive,Simple rhythm,Slow tempo,Weak beat,Electric,Distorted,Soft,Light,High pitch,Smooth,Harmonious,Sparse,BOTH children and adults,Feminine,"No, all voices are normal-sounding",BOTH spoken and sung,Girls/women
p9TNF9Bv4aw,low,low,low,low,high,high,low,Many Instruments,Wide pitch variation,No melody,Non-repetitive,Complex rhythm,Fast tempo,Strong beat,Acoustic,Distorted,Loud,Heavy,High pitch,Punchy,Harmonious,Sparse,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,There are no actors/presenters or you can never see their faces
-a9Jmy2fs3I,high,low,high,high,low,low,high,Few Instruments,Wide pitch variation,Clear melody,Repetitive,Simple rhythm,Slow tempo,Weak beat,Acoustic,Clear,Soft,Light,High pitch,Smooth,Harmonious,Sparse,Adults (including young adults),BOTH feminine and masculine voices,"No, all voices are normal-sounding",BOTH spoken and sung,Mixed
HWp1y2cHrgo,low,high,high,high,low,high,low,Many Instruments,Wide pitch variation,No melody,Non-repetitive,Complex rhythm,Slow tempo,Strong beat,Electric,Distorted,Soft,Heavy,Low pitch,Punchy,Disharmonious,Dense,Adults (including young adults),Masculine,"No, all voices are normal-sounding",BOTH spoken and sung,Mixed
Se_WPWR0ZMU,low,low,high,low,high,high,high,Few Instruments,Wide pitch variation,Clear melody,Repetitive,Simple rhythm,Fast tempo,Strong beat,Electric,Distorted,Loud,Heavy,High pitch,Punchy,Harmonious,Dense,Adults (including young adults),Masculine,There are no voices,Spoken,There are no actors/presenters or you can never see their faces
e7urnfBBh3M,high,high,low,low,high,low,low,Few Instruments,Wide pitch variation,Clear melody,Non-repetitive,Complex rhythm,Fast tempo,Strong beat,Electric,Distorted,Loud,Light,High pitch,Punchy,Harmonious,Sparse,Adults (including young adults),Feminine,"No, all voices are normal-sounding",BOTH spoken and sung,Mixed
kFkIC-XjFp0,high,high,high,high,low,low,low,Few Instruments,Wide pitch variation,Clear melody,Non-repetitive,Complex rhythm,Fast tempo,Weak beat,Acoustic,Clear,Soft,Light,High pitch,Smooth,Harmonious,Sparse,Adults (including young adults),Feminine,Yes a feminine voice is gender exaggerated,Spoken,Girls/women
ta_v_mzbMTg,high,high,high,high,low,high,high,Many Instruments,Narrow pitch variation,Clear melody,Repetitive,Simple rhythm,Fast tempo,Strong beat,Acoustic,Distorted,Loud,Heavy,Low pitch,Punchy,Disharmonious,Dense,Adults (including young adults),Feminine,Yes a feminine voice is gender exaggerated,Spoken,Girls/women
YrKlq72U0E4,low,low,low,low,high,high,high,Many Instruments,Wide pitch variation,Clear melody,Repetitive,Complex rhythm,Fast tempo,Strong beat,Electric,Clear,Loud,Heavy,High pitch,Punchy,Harmonious,Dense,Children,Masculine,"No, all voices are normal-sounding",Spoken,There are no actors/presenters or you can never see their faces
hxpeslOcIIA,high,low,high,high,low,low,low,Few Instruments,Narrow pitch variation,No melody,Repetitive,Simple rhythm,Slow tempo,Weak beat,Acoustic,Clear,Soft,Light,High pitch,Smooth,Harmonious,Sparse,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Spoken,Girls/women
8Mm00joqGFs,low,low,high,high,low,low,high,Many Instruments,Wide pitch variation,No melody,Non-repetitive,Complex rhythm,Slow tempo,Weak beat,Acoustic,Clear,Soft,Light,High pitch,Smooth,Harmonious,Sparse,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Spoken,There are no actors/presenters or you can never see their faces
Jj-N2q3MRIc,high,low,low,low,low,low,low,Few Instruments,Narrow pitch variation,No melody,Repetitive,Simple rhythm,Fast tempo,Strong beat,Electric,Distorted,Soft,Light,High pitch,Smooth,Disharmonious,Sparse,Adults (including young adults),Feminine,Yes a feminine voice is gender exaggerated,BOTH spoken and sung,Girls/women
-BaTPbE0Gdo,high,high,high,high,low,low,high,Many Instruments,Narrow pitch variation,Clear melody,Non-repetitive,Simple rhythm,Slow tempo,Weak beat,Acoustic,Clear,Soft,Light,High pitch,Smooth,Harmonious,Sparse,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Spoken,Girls/women
q1S6UjO6rgQ,low,high,high,high,high,high,high,Many Instruments,Narrow pitch variation,Clear melody,Repetitive,Simple rhythm,Fast tempo,Strong beat,Electric,Clear,Loud,Light,High pitch,Smooth,Disharmonious,Dense,Adults (including young adults),Feminine,"No, all voices are normal-sounding",BOTH spoken and sung,Mixed
kJUOvHAZmVk,low,high,low,low,high,high,high,Few Instruments,Wide pitch variation,No melody,Non-repetitive,Complex rhythm,Fast tempo,Strong beat,Electric,Distorted,Loud,Heavy,Low pitch,Punchy,Disharmonious,Sparse,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Spoken,Boys/men
M-ErishbROk,high,low,low,low,high,low,high,Many Instruments,Narrow pitch variation,Clear melody,Repetitive,Simple rhythm,Fast tempo,Strong beat,Electric,Distorted,Loud,Heavy,Low pitch,Punchy,Disharmonious,Dense,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Mixed
b9mftIxpif0,low,low,low,high,low,low,low,Few Instruments,Wide pitch variation,Clear melody,Non-repetitive,Complex rhythm,Slow tempo,Weak beat,Acoustic,Clear,Loud,Light,High pitch,Smooth,Harmonious,Sparse,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,There are no actors/presenters or you can never see their faces
UZCoc30OxOE,high,high,low,low,high,high,low,Few Instruments,Wide pitch variation,No melody,Repetitive,Complex rhythm,Fast tempo,Strong beat,Electric,Distorted,Loud,Heavy,Low pitch,Punchy,Disharmonious,Dense,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Spoken,Mixed
mkap8fCTUKs,high,low,low,high,low,low,low,Many Instruments,Wide pitch variation,Clear melody,Repetitive,Simple rhythm,Slow tempo,Strong beat,Acoustic,Distorted,Loud,Heavy,Low pitch,Smooth,Harmonious,Sparse,There are no voices,There are no voices,There are no voices,There are no voices,Mixed
oRr55oLW8Y8,high,high,high,high,low,high,low,Few Instruments,Narrow pitch variation,No melody,Repetitive,Complex rhythm,Fast tempo,Strong beat,Electric,Clear,Soft,Light,High pitch,Punchy,Harmonious,Sparse,BOTH children and adults,BOTH feminine and masculine voices,"No, all voices are normal-sounding",BOTH spoken and sung,Mixed
DHd-9Cx6fpc,low,low,low,low,high,high,high,Many Instruments,Narrow pitch variation,No melody,Non-repetitive,Simple rhythm,Fast tempo,Strong beat,Electric,Distorted,Loud,Heavy,Low pitch,Punchy,Disharmonious,Dense,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,There are no actors/presenters or you can never see their faces
LHZKQoaZMpY,high,low,high,high,low,low,low,Few Instruments,Wide pitch variation,Clear melody,Non-repetitive,Complex rhythm,Fast tempo,Weak beat,Acoustic,Clear,Soft,Light,High pitch,Smooth,Harmonious,Sparse,Children,Feminine,Yes a feminine voice is gender exaggerated,Spoken,Girls/women
8Dq2peBijDw,low,low,low,low,low,high,low,Many Instruments,Wide pitch variation,No melody,Non-repetitive,Complex rhythm,Slow tempo,Weak beat,Electric,Distorted,Loud,Heavy,Low pitch,Smooth,Harmonious,Dense,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Spoken,Mixed
Z3JQHGaRQ7I,high,high,low,low,high,high,high,Few Instruments,Narrow pitch variation,No melody,Non-repetitive,Complex rhythm,Slow tempo,Weak beat,Acoustic,Distorted,Soft,Heavy,Low pitch,Smooth,Disharmonious,Dense,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Spoken,Mixed
d77iqD6bMHM,low,low,low,low,low,high,low,Few Instruments,Narrow pitch variation,Clear melody,Repetitive,Complex rhythm,Fast tempo,Strong beat,Electric,Clear,Loud,Heavy,High pitch,Punchy,Disharmonious,Dense,Adults (including young adults),Feminine,Yes a feminine voice is gender exaggerated,BOTH spoken and sung,Girls/women
DqQZSbSfQ6g,high,low,high,low,low,low,low,Many Instruments,Narrow pitch variation,Clear melody,Repetitive,Complex rhythm,Fast tempo,Weak beat,Electric,Clear,Loud,Light,Low pitch,Smooth,Harmonious,Sparse,Children,Feminine,"No, all voices are normal-sounding",Sung,Girls/women
WroQbOL8Vpw,low,high,high,high,low,low,low,Few Instruments,Narrow pitch variation,Clear melody,Non-repetitive,Simple rhythm,Slow tempo,Strong beat,Electric,Distorted,Soft,Light,High pitch,Smooth,Harmonious,Sparse,BOTH children and adults,Feminine,Yes a feminine voice is gender exaggerated,Spoken,Girls/women
Z00vBKSQrgU,low,low,low,low,high,high,low,Few Instruments,Narrow pitch variation,No melody,Non-repetitive,Complex rhythm,Fast tempo,Strong beat,Electric,Distorted,Loud,Heavy,Low pitch,Punchy,Disharmonious,Dense,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Spoken,Boys/men
hAiBmTJhhJs,low,low,low,high,low,low,high,Many Instruments,Narrow pitch variation,No melody,Repetitive,Simple rhythm,Fast tempo,Strong beat,Acoustic,Distorted,Soft,Heavy,Low pitch,Punchy,Disharmonious,Dense,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Mixed
Y2Skw39jGlQ,low,low,low,high,low,low,high,Few Instruments,Narrow pitch variation,Clear melody,Repetitive,Simple rhythm,Slow tempo,Weak beat,Acoustic,Clear,Soft,Light,Low pitch,Smooth,Harmonious,Sparse,Children,Masculine,"No, all voices are normal-sounding",Spoken,Boys/men
y6wJehV4tis,high,high,low,low,high,high,high,Few Instruments,Wide pitch variation,Clear melody,Repetitive,Simple rhythm,Slow tempo,Weak beat,Acoustic,Clear,Soft,Light,High pitch,Smooth,Disharmonious,Sparse,Children,BOTH feminine and masculine voices,"No, all voices are normal-sounding",Spoken,Mixed
1cBoo3E5b3Y,high,high,low,low,high,high,low,Many Instruments,Wide pitch variation,No melody,Non-repetitive,Simple rhythm,Fast tempo,Weak beat,Electric,Distorted,Loud,Heavy,Low pitch,Punchy,Harmonious,Sparse,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Mixed
Xh-dQTJAaqE,low,high,low,low,high,high,high,Many Instruments,Narrow pitch variation,Clear melody,Repetitive,Simple rhythm,Fast tempo,Strong beat,Electric,Distorted,Soft,Heavy,Low pitch,Punchy,Disharmonious,Dense,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Mixed
K8KoD8249XE,low,low,low,low,low,high,low,Few Instruments,Narrow pitch variation,No melody,Non-repetitive,Complex rhythm,Slow tempo,Weak beat,Acoustic,Distorted,Loud,Heavy,Low pitch,Smooth,Disharmonious,Dense,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Spoken,Boys/men
kxhDnxDm0RM,low,low,low,low,high,high,high,Many Instruments,Wide pitch variation,No melody,Non-repetitive,Complex rhythm,Fast tempo,Strong beat,Electric,Distorted,Loud,Heavy,Low pitch,Punchy,Disharmonious,Dense,There are no voices,There are no voices,There are no voices,There are no voices,There are no actors/presenters or you can never see their faces
Lb1VBf2Fykc,high,low,high,high,high,high,high,Few Instruments,Narrow pitch variation,No melody,Repetitive,Complex rhythm,Fast tempo,Strong beat,Electric,Clear,Loud,Heavy,Low pitch,Punchy,Harmonious,Dense,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Mixed
PlFJmhRZsc8,low,low,low,low,high,high,high,Few Instruments,Wide pitch variation,No melody,Non-repetitive,Complex rhythm,Fast tempo,Strong beat,Electric,Distorted,Loud,Heavy,Low pitch,Punchy,Disharmonious,Dense,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Spoken,Boys/men
hsKRQfwRRSI,low,low,low,low,high,high,high,Many Instruments,Narrow pitch variation,No melody,Non-repetitive,Complex rhythm,Slow tempo,Weak beat,Electric,Distorted,Loud,Heavy,Low pitch,Smooth,Harmonious,Dense,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Sung,There are no actors/presenters or you can never see their faces
fM1ARuVwYT4,low,low,low,high,high,high,high,Few Instruments,Wide pitch variation,Clear melody,Repetitive,Simple rhythm,Fast tempo,Strong beat,Acoustic,Distorted,Loud,Heavy,Low pitch,Punchy,Harmonious,Dense,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Boys/men
kVGcmBU-GIQ,high,high,high,high,high,low,high,Few Instruments,Wide pitch variation,Clear melody,Repetitive,Simple rhythm,Fast tempo,Strong beat,Electric,Clear,Loud,Light,High pitch,Punchy,Harmonious,Sparse,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Spoken,Girls/women
LnsUJ5qlJi4,low,low,low,low,high,high,high,Few Instruments,Wide pitch variation,No melody,Repetitive,Complex rhythm,Slow tempo,Strong beat,Electric,Distorted,Soft,Heavy,Low pitch,Punchy,Disharmonious,Dense,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Spoken,Boys/men
8hm_SPwqUw4,high,low,high,high,low,low,low,Many Instruments,Wide pitch variation,No melody,Non-repetitive,Simple rhythm,Slow tempo,Weak beat,Electric,Distorted,Soft,Light,High pitch,Smooth,Disharmonious,Sparse,Adults (including young adults),Feminine,Yes a feminine voice is gender exaggerated,BOTH spoken and sung,Girls/women
odLNWTZGSyg,high,high,high,high,low,low,low,Many Instruments,Wide pitch variation,Clear melody,Repetitive,Complex rhythm,Fast tempo,Strong beat,Electric,Clear,Loud,Heavy,High pitch,Punchy,Disharmonious,Dense,Adults (including young adults),Feminine,"No, all voices are normal-sounding",BOTH spoken and sung,Girls/women
RcXaVTonC7c,low,low,low,low,high,high,low,Many Instruments,Wide pitch variation,No melody,Repetitive,Complex rhythm,Fast tempo,Strong beat,Electric,Distorted,Loud,Heavy,Low pitch,Punchy,Disharmonious,Dense,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Spoken,Boys/men
48EkYd1GFhY,high,high,low,high,high,low,high,Many Instruments,Wide pitch variation,No melody,Non-repetitive,Complex rhythm,Slow tempo,Weak beat,Acoustic,Distorted,Soft,Light,High pitch,Smooth,Disharmonious,Sparse,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Mixed
WZr7t3DXYsA,high,high,high,low,high,high,low,Few Instruments,Narrow pitch variation,No melody,Repetitive,Complex rhythm,Fast tempo,Strong beat,Acoustic,Clear,Loud,Light,High pitch,Punchy,Harmonious,Sparse,Adults (including young adults),Feminine,Yes a feminine voice is gender exaggerated,Sung,Girls/women
GXojZcA86Oo,high,low,high,high,low,low,low,Few Instruments,Wide pitch variation,Clear melody,Repetitive,Simple rhythm,Slow tempo,Weak beat,Acoustic,Clear,Soft,Light,High pitch,Smooth,Harmonious,Sparse,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Sung,Girls/women
c7zjMd_AlKo,high,low,low,high,high,low,high,Many Instruments,Wide pitch variation,No melody,Non-repetitive,Complex rhythm,Fast tempo,Weak beat,Acoustic,Clear,Loud,Light,High pitch,Smooth,Disharmonious,Sparse,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Spoken,Mixed
tKelI4U_y6Q,high,high,high,high,low,low,high,Few Instruments,Narrow pitch variation,Clear melody,Non-repetitive,Simple rhythm,Slow tempo,Weak beat,Acoustic,Clear,Soft,Light,High pitch,Smooth,Harmonious,Sparse,BOTH children and adults,Feminine,"No, all voices are normal-sounding",Spoken,Girls/women
Qrt4cA5Te_Y,low,low,low,low,high,high,high,Many Instruments,Wide pitch variation,Clear melody,Repetitive,Complex rhythm,Fast tempo,Strong beat,Electric,Distorted,Loud,Heavy,Low pitch,Punchy,Harmonious,Dense,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Boys/men
jltRPLHjR0o,low,low,low,low,low,high,low,Few Instruments,Narrow pitch variation,No melody,Non-repetitive,Complex rhythm,Slow tempo,Weak beat,Electric,Distorted,Soft,Heavy,Low pitch,Smooth,Disharmonious,Sparse,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Mixed
B3O1NwkOOe4,high,high,high,low,high,low,high,Few Instruments,Wide pitch variation,No melody,Repetitive,Simple rhythm,Slow tempo,Weak beat,Acoustic,Clear,Soft,Light,High pitch,Smooth,Harmonious,Sparse,BOTH children and adults,BOTH feminine and masculine voices,"No, all voices are normal-sounding",Spoken,Mixed
sNRNopTkfXk,low,low,low,low,high,high,high,Many Instruments,Wide pitch variation,No melody,Non-repetitive,Complex rhythm,Slow tempo,Weak beat,Acoustic,Clear,Soft,Heavy,Low pitch,Smooth,Harmonious,Sparse,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Spoken,There are no actors/presenters or you can never see their faces
SXkaG2VNqbE,low,low,high,high,low,low,low,Few Instruments,Wide pitch variation,Clear melody,Non-repetitive,Complex rhythm,Slow tempo,Weak beat,Acoustic,Clear,Soft,Light,High pitch,Smooth,Harmonious,Sparse,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Spoken,Girls/women
e0CG3x4Z_fk,high,high,high,high,high,low,high,Many Instruments,Wide pitch variation,No melody,Non-repetitive,Complex rhythm,Slow tempo,Weak beat,Acoustic,Clear,Soft,Light,High pitch,Smooth,Harmonious,Sparse,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Spoken,Mixed
EXL8_DhTqNE,high,high,low,low,high,low,high,Few Instruments,Wide pitch variation,No melody,Repetitive,Simple rhythm,Slow tempo,Weak beat,Electric,Distorted,Loud,Heavy,High pitch,Smooth,Disharmonious,Sparse,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Spoken,Mixed
fV42vrfFvNs,high,high,high,high,low,low,high,Many Instruments,Wide pitch variation,Clear melody,Non-repetitive,Complex rhythm,Fast tempo,Strong beat,Acoustic,Clear,Loud,Light,High pitch,Smooth,Harmonious,Dense,Adults (including young adults),Feminine,"No, all voices are normal-sounding",BOTH spoken and sung,Mixed
1onOMfFae74,high,low,high,high,low,low,high,Few Instruments,Narrow pitch variation,Clear melody,Non-repetitive,Simple rhythm,Slow tempo,Weak beat,Acoustic,Clear,Soft,Light,High pitch,Smooth,Harmonious,Sparse,Adults (including young adults),Feminine,"No, all voices are normal-sounding",BOTH spoken and sung,Girls/women
ipvWSzXXN14,high,high,high,high,low,low,low,Many Instruments,Wide pitch variation,Clear melody,Repetitive,Simple rhythm,Fast tempo,Strong beat,Electric,Clear,Loud,Heavy,High pitch,Punchy,Harmonious,Dense,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Sung,Girls/women
IdUirgutDgk,low,low,low,low,high,high,high,Many Instruments,Wide pitch variation,Clear melody,Repetitive,Complex rhythm,Fast tempo,Strong beat,Electric,Clear,Loud,Heavy,Low pitch,Punchy,Harmonious,Dense,There are no voices,There are no voices,There are no voices,There are no voices,There are no actors/presenters or you can never see their faces
lo68aakVEpc,low,low,low,low,high,low,high,Many Instruments,Narrow pitch variation,Clear melody,Repetitive,Simple rhythm,Fast tempo,Strong beat,Electric,Distorted,Soft,Heavy,Low pitch,Punchy,Disharmonious,Dense,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Spoken,Boys/men
