stimulus_id,product_category,filming_location,target_of_toy_ad,interaction,voice_type,voice_age,voice_gender,voice_exagg,asian,black,white,other,title,description,upload_date,transcript,domesticity_nurturing_cues,consumerism_cues,fashion_beauty_cues,nature_animals_cues,love_tenderness_cues,magic_fantasy_cues,action_adventure_cues,fight_combat_cues,speed_racing_cues,horror_monsters_cues,science_technology_cues,sports_cues,gross-out_cues,fun_play_cues,arts_crafts_cues
Qrt4cA5Te_Y,Building and Construction,Indoors,Boys/men,They are working or playing together in a cooperative way,Spoken,Adults (including young adults),Masculine,"No, all voices are normal-sounding",No,No,Yes,No,Smyths Toys - K'NEX Electric Inferno Roller Coaster Building Set,"Feel the electricity run through your body with the Electric Inferno Roller Coaster Building Set, from K'NEX! This awesome set includes 640 K’NEX pieces to create a rollercoaster 2.5 feet tall and 3 feet wide! With a motorized chain lift, building fans can watch a car zoom around the track to bring their creation to life!. Then, download exclusive instructions to build an incredible second model.

Buy online here: https://www.smythstoys.com/ie/en-ie/toys/construction-and-cars/k-nex/k-nex-electric-inferno-roller-coaster-building-set/p/152273

See full range: https://www.smythstoys.com/ie/en-ie/toys/construction-and-cars/k-nex/c/SM06010215",20170801, K'nex Thrill Rides Electric Inferno! Feel a shocking thrill as you build and design your own Electric Inferno coaster! Let's go! Send your car hurtling through extreme twists and epic turns! Scream to the extreme! Electric Inferno comes as shown! Battery Sutton!,,,,,,,inferno extreme,,rides coaster car hurtling,,electric,,,,
jltRPLHjR0o,High-tech Interactive Playmates and Robotics,Indoors,Mixed,They are working or playing together in a cooperative way,Spoken,Adults (including young adults),Masculine,"No, all voices are normal-sounding",No,Yes,Yes,No,Roblox - Smyths Toys,"Create thrilling new adventures with iconic characters from the world of Roblox! This set includes twelve Series 5 figures, twelve exclusive virtual item codes, as well as interchangeable parts and accessories that can be mixed-and-matched with other characters from your collection.

Buy online at https://www.smythstoys.com/uk/en-gb/toys/action-figures-and-playsets/roblox/roblox-action-figures-and-vehicles/roblox-classic-12-figure-pack-series-5/p/201361

Browse our range at https://www.smythstoys.com/uk/en-gb/toys/action-figures-and-playsets/roblox/c/SM06010108

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20211012," The power to redefine the way you play. You started without me. Here you go. And bring Roblox to life. Let's go check out over there. Like never before, redeem exclusive virtual items, mix and match your favorite characters, and discover the world of Roblox. Each sold separate, download required for play.",,,,,,,,,,,virtual ,,,play,
B3O1NwkOOe4,High-tech Interactive Playmates and Robotics,Indoors,Mixed,They are working or playing together in a cooperative way,Spoken,BOTH children and adults,BOTH feminine and masculine voices,"No, all voices are normal-sounding",No,No,Yes,No,Smyths Toys -Disney Junior My Interactive Friend Mickey & Minnie Mouse,"Disney Junior My Interactive Friend Mickey Mouse is all jumping, all singing and all dancing! Your interactive friend Mickey Mouse responds to 15 voice commands, such as ‘Dance’, ‘Walk’ and ‘Jump’ and much more. Mickey will tell you a story or sing you a song; he’ll even let you hug him if you ask nicely. Featuring hilarious movements, over 70 phrases and fun melodies, this toy is sure to provide hours of entertainment. For even more fun Mickey also interacts with My Friend Interactive Minnie too! (Each sold separately)",20160720, Have fun with interactive Mickey and Minnie with voice recognition. Join their hands. They walk together. They respond to up to 15 words. Jump. He recognises your voice. Walk. She's so cute. They respond with more than 70 different phrases.,,,,,cute,,,,,,voice-recognition,,,fun,
SXkaG2VNqbE,Dolls,Indoors,Girls/women,They are working or playing together in a cooperative way,Spoken,Adults (including young adults),Feminine,"No, all voices are normal-sounding",No,No,Yes,No,Smyths Toys - La Newborn Gift Set,"Life like 36cm La Newborn baby doll designed to capture babys first expression. La Newborn is the perfect gift set for children over 3 years of age. The La Newborn doll gift set comes complete with extra nappy and outfit for hours of playtime nursing fun. Expression on the baby dolls face can vary, if purchased on-line you may not be guaranteed a specific style.

Get them now at http://www.smythstoys.com/uk/en-gb/toys/fashion-dolls/c-489/dolls/p-893/la-newborn-gift-set-boy/

http://www.smythstoys.com/uk/en-gb/toys/fashion-dolls/c-489/dolls/p-2310/la-newborn-gift-set-girl/",20141119," All La Newborn Mums please come to maternity ward. Who looks and feels like a real baby. First, let's feed them. Then get them dressed. Now it's time to take your La Newborn for a walk. What a day. Boy version also available.",maternity baby get-them-dressed newborn,,,,,,,,,,,,,,
e0CG3x4Z_fk,Dolls,Indoors,Mixed,They are working or playing together in a cooperative way,Spoken,Adults (including young adults),Feminine,"No, all voices are normal-sounding",No,Yes,Yes,No,Wizarding World Magical Minis Hogwarts Castle with 12 Accessories - Smyths Toys,"Recreate your favourite Harry Potter scenes and play out your own spellbinding adventures with the Wizarding World Magical Minis Hogwarts Castle! This amazing 2-foot-tall playset is packed with magical features to discover, including an exclusive 7.62cm Hermione Granger doll, 12 accessories, Moaning Myrtle’s Bathroom and enchanting lights, and sounds.

Buy online at https://www.smythstoys.com/uk/en-gb/toys/action-figures-and-playsets/harry-potter/wizarding-world-magical-minis-hogwarts-castle-with-12-accessories/p/197874

Bowse our range at https://www.smythstoys.com/uk/en-gb/toys/action-figures-and-playsets/harry-potter/wizarding-world-magical-minis-hogwarts-castle-with-12-accessories/p/197874

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20210921," The Wizarding World awaits with the Hogwarts Castle playset. Take Hermione on adventures and spend time with Harry Potter and friends. Marvel at the Great Hall ceiling, then stop by Moaning Myrtle's bathroom. You can collect and connect additional figures and classroom play sets. The Wizarding World Hogwarts Castle with lights and sounds, Hermione and 12 accessories, other magical mini sets and figures each",,collect,,,,wizarding hogwarts castle harry-potter,adventures,,,,,,,playset,
EXL8_DhTqNE,(Group) Games and Puzzles,Indoors,Mixed,They are working or playing together in a cooperative way,Spoken,Adults (including young adults),Masculine,"No, all voices are normal-sounding",No,No,Yes,No,Silly Sausage Active Game- Smyths Toys,"Silly Sausage Active is the fun action game that gets you running, jumping and following commands to score points.

Buy online at https://www.smythstoys.com/uk/en-gb/toys/games-puzzles-and-books/board-games/children-s-board-games/silly-sausage-active-game/p/199656

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20210721," Silly Sausage Active, it gets you moving! Run! Jump! Pass me! Freeze! Super sporty, super fun! Silly Sausage Active, from Ideal!",,,,,,,,,,,,sporty,,silly fun,
fV42vrfFvNs,Plush Toys,BOTH indoors and outdoors,Mixed,They are working or playing together in a cooperative way,BOTH spoken and sung,Adults (including young adults),Feminine,"No, all voices are normal-sounding",No,No,Yes,Yes,Care Bears Interactive Figure - Smyths Toys,"The Care Bears are the greatest best friends you could ever ask for! Whether you’re feeling cheerful or grumpy or every emotion in between, they are always by your side to make things better. Play with your favourite Care Bears friend like never before with the new Care Bears Unlock the Magic Interactive Figure.

Buy online at https://www.smythstoys.com/uk/en-gb/toys/fashion-and-dolls/dolls/fashion-dolls/care-bears/care-bears-interactive-figure-cheer/p/190130

Browse our range at https://www.smythstoys.com/uk/en-gb/toys/fashion-and-dolls/dolls/fashion-dolls/care-bears/c/SM06010445

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20200828," Share your care as you go, go ahead, let your feelings show. Share your cheer, share your heart, share your laughter, share your mood, share your luck, share your shine, share your care with Care Bears. Let your feelings show.",,,,bears,,,,,,,,,,cheer laughter,
1onOMfFae74,Dolls,Indoors,Girls/women,They do not interact with each other or there is only one actor/presenter,BOTH spoken and sung,Adults (including young adults),Feminine,"No, all voices are normal-sounding",No,Yes,No,No,Smyths Toys - My Little Pony GoGlow Magic Night Light,"Banish boring bedtimes and switch on the magic with the My Little Pony GoGlow Magic Night Light. This 3 in 1 magic night light, torch and projector makes bedtime fun with the help of one of their favourite ponies – Rainbow Dash! Place Rainbow Dash on the base and she magically illuminates the night light, making it change colours and project a pretty scene on the wall. When you lift her off the base, she transforms into a character torch for bedtime reading. Little ones will love seeing how Rainbow Dash uses her magic powers to change the colour of the light or project onto their bedroom wall. From reading under the covers with their torch, to drifting off while watching the colourful projection, with this My Little Pony night light, bedtime has never been more fun.
Buy online at https://www.smythstoys.com/uk/en-gb/toys/fashion-and-dolls/my-little-pony/my-little-pony-goglow-magic-night-light/p/151647",20170814," My Little Pony Make bedtimes brighter and switch on the magic with the My Little Pony Go Glow Magic Nightlight. Rainbow Dash has three fun features. She's a torch, colour changing nightlight and a projector that lights up as you drift off to sleep. Make your bedtimes magical with the My Little Pony Go Glow Magic Nightlight.",,,,pony,,magic rainbow,,,,,,,,,
lo68aakVEpc,"Ride-Ons, Bikes, Scooters and Skateboards",Outdoors,Boys/men,They do not interact with each other or there is only one actor/presenter,Spoken,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,No,No,Yes,No,Smyths Toys - Space Scooter,"Great range of Space scooters. Feel like you are walking in space as you move the deck plate up and down to move your Space Scooter forward. An easy folding system which allows easy transport and storage.

get them now at http://www.smythstoys.com/uk/en-gb/outdoor/scooters/c-658/space-scooters/",20150514," The amazing Space Scooter. It's the coolest scooter around. Recommended by Lionel Messi. With unique step function for fast smooth movement. On the Messi Space Scooter, you are the hero.",,,,,,,hero,,fast scooter,,space,lionel-messi,,,
J5HhmWTTGEM,Plush Toys,Indoors,Girls/women,They are working or playing together in a cooperative way,Spoken,Adults (including young adults),Feminine,Yes a feminine voice is gender exaggerated,No,Yes,Yes,No,Scruff-a-Luvs Babies Surprise Rescue Pet - Easter Collectables Assortment - Smyths Toys,"These little baby balls of fur are lost and alone in the world.

Buy online at https://www.smythstoys.com/uk/en-gb/toys/fashion-and-dolls/scruff-a-luvs/scruff-a-luvs-babies-surprise-rescue-pet-easter-collectables-assortment/p/185083

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20200313, New Scruff-a-Love babies. There's so many you can rescue. Open the carrier. Turn the dummy. Who did you find? It's a baby bunny. Groom them from scruffy to fluffy. It's a panda. A walrus. A lion. There's 21 new Scruff babies you can care for and collect. Will you find the rare babies? They're furry forever friends you can take anywhere. New Scruff-a-Love babies from Little Live. Each sold separately.,babies,,,bunny panda walrus lion,love,,,,,,,,,,
SlYasXQ36eE,Building and Construction,Indoors,Mixed,They are working or playing together in a cooperative way,Spoken,Adults (including young adults),Masculine,"No, all voices are normal-sounding",Yes,No,Yes,No,LEGO Super Mario Sets - Smyths Toys,"Now you can bring the legendary game to life with the LEGO Super Mario Adventure sets. Collectible LEGO Super Mario toy playsets offer a new way to play, in the real world, with iconic Super Mario figures and characters.

Shop the full range of LEGO Super Mario sets here: https://www.smythstoys.com/uk/en-gb/toys/lego-and-bricks/lego-super-mario/c/SM06010757

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys #LEGOSuperMario #LEGOMario",20210818, Lego Luigi Time! Here we go! Hello there! I'm Luigi! Hello Mario! Woohoo! Nice! Jump into new adventures with lego super mario lego mario starter course lego luigi starter course another set sold separately batteries not included,,,,,,,adventures,,,,,,,lego super-mario,
r8WRpcfMZ8I,Dolls,Indoors,Girls/women,They are working or playing together in a cooperative way,Sung,Adults (including young adults),Feminine,Yes a feminine voice is gender exaggerated,No,No,Yes,No,Smyths Toys - Moxie Girlz Hair Colour Studio Dolls,,20130802," Hey, hey, hey! Moxie Girls Magic Hey! At the Color Studio! Pick a color! Do that step one! Step two! Add glitter! So much fun! Yeah! Clip it! Step three! Four! So many looks for you and me!",,so-many-looks,color-studio glitter so-many-looks,,,,,,,,,,,,color
LVmmGDCgDu8,"Action Figures, Battling Toys and Toy Weapons",Indoors,Boys/men,"They are working or playing together, but focused on winning/fighting",Spoken,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,No,No,Yes,No,Smyths Toys - WWE Electronic Ultimate Entrance Stage Play Set,"This WWE Electronic Ultimate Entrance Stage Play Set lets you re-enact your favourite WWE Superstar entrances with your WWE Superstar figures (Not included)Watch the lights flash like in a real match as you bring your figures into the ""arena,"" set them on the stage and slam your opponent through the breakaway panels for authentic Superstar mayhem! Or start the action backstage where WWE Superstars can ""climb"" the scaffolding and knock it down for instant drama. It's like having two play sets in one! This amazing set also includes an innovative mobile app that lets kids interact with all the WWE action. For the most captivating battles and the best in WWE play, you need authentic attention to detail. The stage and its parts were created with true-to-life features, colours and scale to give kids the most realistic WWE experience!

Buy online at http://www.smythstoys.com/uk/en-gb/toys/action-figures-playsets/c-340/wwe-wrestling/p-21325/wwe-electronic-ultimate-entrance-stage-play-set/",20161201," WWE Ultimate Entrance Stage. What's the greatest WWE entrance ever? Now you decide with the WWE Ultimate Entrance Stage. You can create epic superstar intros, blast into battle, smash the scaffold, and bring down the house. Rage backstage and take the brawl through the wall. The biggest superstars are ready to clash. It's your turn to steal the show. You can amp up the action with the Ultimate Entrance app. Entrance agent figures each sold separately. Adults assemble, batteries and tablets",,,,,,,action,WWE-(World-Wrestling-Entertainment) blast battle smash rage brawl clash,,,,,,,
rjCh8YafGhQ,High-tech Interactive Playmates and Robotics,Indoors,Mixed,They are working or playing together in a cooperative way,Spoken,Adults (including young adults),Masculine,"No, all voices are normal-sounding",No,No,Yes,No,Club Petz Mr Slooou - Smyths Toys,"Mr Sloouu is your new funny friend! He speaks reaaaally slowly! Press his belly and he will repeat back what you say super slowly! he is so much fun! Hang him anywhere by his hands or feet just like real sloths do! He can also call for your attention with some funny sounds.

Buy online at https://www.smythstoys.com/uk/en-gb/toys/fashion-and-dolls/other-fashion-and-dolls/club-petz-mr-slooou/p/177474

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20190829," Club Pets, the funniest talent show! Mr. Slew! Hello! Heeeeyyyy! He repeats! Really slowly! Mr. Slew! You can't stop!",,,,pets,,,,,,,,,,,
W8z5glKz39Y,Toy Vehicles (Powered and Non-Powered),BOTH indoors and outdoors,Boys/men,They are working or playing together in a cooperative way,Spoken,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,No,Yes,Yes,No,Little Tikes Remote Control Dozer Racer - Smyths Toys,"Little Tikes Remote Control Dozer Racer transforms from a speeding race car to a powerful bulldozer with the push of a button. Blast through obstacles as a big, powerful bulldozer or catch some serious speed as a sleek race car.

Buy online at https://www.smythstoys.com/uk/en-gb/toys/pre-school-and-electronic-learning/little-tikes/little-tikes-remote-control-dozer-racer/p/168346

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20180903, Speeding Racer! Powerful Bulldozer! It's Dozer Racer! Dozer Racer! Yeah! Yeah! Yeah! Dozer Racer transforms from a raging racer to a crushing bulldozer! And back again! Awesome 360 spin! Two in one! Dozer Racer! Yeah! Yeah! Yeah! Nothing stops Dozer Racer! Speed outside! And even races off-road! Super performing! And transforming! Dozer Racer! Yeah! Yeah! Yeah! Little Tikes 2-in-1 Dozer Racer! Batteries not in use!,,,,,,,,raging crushing,speeding racer races off-road ,,,,,,
SeLZVNxsX2w,"Arts, Crafts and Musical Instruments",Non-specific,Mixed,They are working or playing together in a cooperative way,Spoken,Children,Feminine,Yes a feminine voice is gender exaggerated,Yes,Yes,Yes,No,Orbeez #Challenge - Smyths Toys,"Introducing Orbeez Challenge – the first ever Orbeez playset! The Orbeez Challenge includes 2,000 Orbeez, 6 unique tools and Orbeez storage for mess-free sensory fun. Inspired by TikTok’s #OrbeezChallenge, this playset lets you bounce, explode and crush your Orbeez, just as seen online.

Buy online at https://www.smythstoys.com/uk/en-gb/toys/arts-crafts-and-music/orbeez/orbeez-%23challenge/p/197694

Browse our range at https://www.smythstoys.com/uk/en-gb/toys/arts-crafts-and-music/orbeez/c/SM06010548

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20210902," The all new Orbeez Challenge Kit! What can you do with Orbeez? Blast it! Feel it! Scoop it! Pour it! Let's try... With 6 tools and 2,000 Orbeez, the Orbeez Challenge Kit has 15 ways to play! What can't you do? The all new Orbeez Challenge Kit!",,,,,,,,,,,,,,challenge-kit 15-ways-to-play,
c9iawUthtNY,High-tech Interactive Playmates and Robotics,Non-specific,Mixed,They do not interact with each other or there is only one actor/presenter,Spoken,BOTH children and adults,BOTH feminine and masculine voices,"No, all voices are normal-sounding",No,No,Yes,No,Smyths Toys - Roblox Series 3,"Now there’s even more figures to collect from Roblox! Bring the world of Roblox to life with these collectible figures based on popular user-generated games.

Subscribe to the Smyths Toys Superstores YouTube channel: https://goo.gl/rAosm1

Official Smyths Toys Superstores website:  https://www.smythstoys.com/",20180321, Build em! Play em! Flirt em! Jump em! Tip em! Mix em! Trade em! Love em!,,,,,love,,,,,,build,,,play,
tuovbTrSLvE,(Group) Games and Puzzles,Indoors,Mixed,"They are working or playing together, but focused on winning/fighting",Spoken,Adults (including young adults),Masculine,Yes a masculine voice is gender exaggerated,Yes,Yes,Yes,No,Smyths Toys -Monopoly Empire Board Game,"Own the world's top brands in the Monopoly Empire Board Game! Choose one of the uniquely branded tokens, move around the board and start building your Empire! With this Board Game buy your favourite brands one by one and slide their billboards onto your Empire Tower. The game is a race to the top! Collect rent from your rivals based on your tower height. be the first player to fill your tower with billboards to win! With the Monopoly Empire you can own some of the biggest brands in the world! Every space on the board is an iconic brand, including Xbox, Coca-Cola, McDonald's and Samsung! Splash your Monopoly cash to build your Empire tower as high as it can go. You'll need to make tough decisions and smart moves to take down the competition and be the first to reach the top. Hit the big time and own the world's top brands with the Monopoly Empire Board Game!

Get it here http://www.smythstoys.com/uk/en-gb/toys/games-puzzles-books/c-565/family-board-games/p-1737/monopoly-empire-board-game/",20160530," From Hasbro Gaming, new Monopoly Empire. Buy and own the world's top brands like Xbox. And Transformers. New Monopoly Empire, now with new movers",,buy-own-brands ,,,,,,,,,,,,gaming,
-KKsNKY4V8k,Plush Toys,Non-specific,Girls/women,They are working or playing together in a cooperative way,BOTH spoken and sung,Adults (including young adults),Feminine,Yes a feminine voice is gender exaggerated,No,Yes,Yes,No,Smyths Toys - Bush Baby World TV Ad,"Bush Baby World is home to the cute and mischievous Bush Babies who have lots of fun together! The super cute Bush Babies come alive in your hands with eyes that can wiggle and ears that can waggle! They also protect the Dream Tree to ensure sparkling dream dust is spread out every night from the golden flower crown, filling your dreams with endless wonder.

Buy online https://www.smythstoys.com/uk/en-gb/search/?text=bush",20170703," Bush Baby World Bush Baby World, the place where dreams come true Exciting adventures are waiting for you With Kojo, Mimi, Izzy and their friends Kiki or Mimisha, play never ends You can wiggle their eyes, waggle their ears Brush the princess's hair, yeah the fun starts here Bush Baby World Meet all the Bush Babies at bushbaby.world",baby brush,,,wiggle-waggle,,dreams princess,adventures,,,,,,,play ,
GNLdz_GH8fs,None of the Above,Indoors,Girls/women,They are working or playing together in a cooperative way,Spoken,Adults (including young adults),Masculine,"No, all voices are normal-sounding",No,No,Yes,No,Smyths Toys - Irish Fairy Doors Products,"Irish Fairy Door Playtime Set
Every fairy likes to have fun and play. Add these playtime accessories to your Fairy Door so your Fairy can have lots of fun (Fairy Door not included). Fairies will love this wooden see-saw, swing, a ladder and a bicycle These are made of the highest quality vinyl and can be taken down and reapplied as you wish.
http://www.smythstoys.com/ie/en-ie/toys/fashion-dolls/c-513/other-fashion-dolls/p-16657/irish-fairy-door-playtime-set/

The Irish Fairy Door Company Magical Irish Fairy Dust
Your fairy will love this magic, sparkling Irish fairy dust! Each colour has a different power… The blue fairy dust ensures super-fast flying. The silver fairy dust is a special fairy dust which encourages good dreams and happy thoughts. The pink fairy dust is primarily used during the day, helping fairies to hide from human eyes. Each set of 3 bottles is carefully filled to create wonder and magic. Just remember, a little goes a long way!
Buy online at http://www.smythstoys.com/ie/en-ie/toys/fashion-dolls/c-830/fairies/p-20469/the-irish-fairy-door-company-magical-irish-fairy-dust/

Irish Fairy Door Toadstool Wall Art Set
Every fairy likes to have a nice home so add some wall art to your Fairy Door with this Irish Fairy Door Toadstool Wall Art Set (Fairy Door not included). These are made of the highest quality vinyl and can be taken down and reapplied as you wish.
Buy at http://www.smythstoys.com/ie/en-ie/toys/fashion-dolls/c-513/other-fashion-dolls/p-16600/irish-fairy-door-toadstool-wall-art-set/

The Irish Fairy Door Clothes Line and Female Fairy Clothes
Fairies need to wash and dry their clothes just like you. Although washing and drying of clothes is the fairy’s own responsibility, it’s nice to provide a washing line for them to use. On occasion, fairies have been known to sneak their washing in with yours. As stated in the Family/Fairy Lease Agreement, this is strictly forbidden!
http://www.smythstoys.com/ie/en-ie/toys/fashion-dolls/c-513/other-fashion-dolls/p-16599/the-irish-fairy-door-clothes-line-and-female-fairy-clothes/

The Irish Fairy Door Company Fairy Friends
This cute little fairy cares about everyone and everything. She is kind and generous. She will make a great friend for you! Super soft and cuddly with sparkly wings, everyone needs Fairy Friends! Hold your Fairy Friend close to your face and you might feel a warm spot - this is your real fairy hugging you back!
Buy online at http://www.smythstoys.com/ie/en-ie/toys/fashion-dolls/c-830/fairies/p-20463/the-irish-fairy-door-company-fairy-friends-ali-may/

Irish Fairy Door Interactive Worry Plaque
The Worry Plaque is a truly magical experience. Place your hand on the Worry Plaque and allow the fairies to take your worries away. The hand print changes to red when the fairies can hear your worries and then magically changes to green, to signal they have taken them away
Buy at online http://www.smythstoys.com/ie/en-ie/toys/fashion-dolls/c-830/fairies/p-20382/irish-fairy-door-interactive-worry-plaque/?cmp=cel&trigger=ac",20161124," Once upon a time in a magical land, where fairies lived at the bottom of the stairs. They are the friends we can play with all day long. With fairy magic, which helps us when we're worried. And when we need to sleep at night.",,,,,,magical fairies fairy magic,,,,,,,,,
5cU-BzR-fek,(Group) Games and Puzzles,Indoors,Mixed,"They are working or playing together, but focused on winning/fighting",Spoken,Adults (including young adults),Masculine,"No, all voices are normal-sounding",No,No,Yes,No,Gassy Gus Board Game- Smyths Toys,"It's dinner time and Gus loves to eat. There's just one BIG problem, most things Gus eats give his gas!

Buy online at https://www.smythstoys.com/uk/en-gb/toys/games-puzzles-and-books/board-games/children-s-board-games/gassy-gus-board-game/p/199653

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20210721," Gus loves to eat, but when he eats too much, he becomes Gassy Gus! Take turns to feed Gus all sorts of food, pump his head and see his belly bulge! But don't let him eat too much, or he will explode! Again and again! Gassy Gus, from Ideal. It's gut-busting!",,,,,,,,,,,,,,,
DE15rbeNgLI,High-tech Interactive Playmates and Robotics,Indoors,Girls/women,They are working or playing together in a cooperative way,Spoken,Adults (including young adults),Feminine,Yes a feminine voice is gender exaggerated,No,No,Yes,No,Hatchimals WOW LlalacornTall Interactive Hatchimal Assortment - Smyths Toys,"Inside of the largest and first-ever re-hatchable Hatchimals egg, is a Llalacorn excited to meet you!

Buy online at https://www.smythstoys.com/uk/en-gb/toys/fashion-and-dolls/hatchimals/hatchimals-colleggtibles/hatchimals-hatchiwow/p/176141

Browse our range at https://www.smythstoys.com/uk/en-gb/toys/fashion-and-dolls/hatchimals/c/SM06010426



📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20191007," Who haven't you hatched yet? She's growing and growing so tall! I can make her sing and dance, even play games! Hatch again and again! Aw, I'll take care of you. You can really feed her! Love you, Hatchimals, wow! Hatchimals, wow! New from Spin Master!",,,,hatchimals=hatch+animals,love,,,,,,,,,play games,sing dance
3cZMIJq5gis,(Group) Games and Puzzles,Non-specific,Mixed,"They are working or playing together, but focused on winning/fighting",Spoken,Adults (including young adults),Masculine,"No, all voices are normal-sounding",No,Yes,Yes,No,Monopoly Fortnite - Smyths Toys,"In this thrilling Fortnite edition of the Monopoly game, players claim locations, battle opponents and avoid the Storm to survive.

Buy online at https://www.smythstoys.com/uk/en-gb/toys/games-puzzles-and-books/board-games/social-games/monopoly-fortnite/p/177597

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20200630, It's Monopoly Fortnite! Choose your skin. Drop anywhere on the board to start the battle. Hang on to your health and avoid the storm. Will you be the last one standing? Victory Royale! Monopoly Fortnite. New from Hasbro Gaming.,,,,,,,,battle,,,,,,gaming,
P1TUfuacr-s,"Action Figures, Battling Toys and Toy Weapons",Indoors,Mixed,They are working or playing together in a cooperative way,Spoken,Adults (including young adults),Feminine,"No, all voices are normal-sounding",Yes,No,Yes,No,PAW Patrol Movie Ultimate City 91cm Tall Transforming Lookout Tower- Smyths Toys,"Introducing the all-new PAW Patrol: The Movie Ultimate City Tower. This 91cm-tall playset—the tallest PAW Patrol tower yet—brings the pups’ Adventure City headquarters from the big screen to life.

Buy online at https://www.smythstoys.com/uk/en-gb/toys/pre-school-and-electronic-learning/paw-patrol/paw-patrol-movie-ultimate-city-91cm-tall-transforming-lookout-tower/p/197540

Browse our range at https://www.smythstoys.com/uk/en-gb/toys/pre-school-and-electronic-learning/paw-patrol/c/SM06010350

📹 Subscribe to the Smyths Toys YouTube channel
👉 https://goo.gl/rAosm1

💻 Official Smyths Toys website
👉 https://www.smythstoys.com/

📧 Subscribe Now to our emails to receive special offers, promotions & new product information!
👉 https://goo.gl/TErckf

#SmythsToys",20211021," From Paw Patrol The Movie, new Ultimate City Tower! At almost 1 meter tall, and room for the whole team! The new Ultimate City Tower is ready for any rescue! Chase! Adventure City needs you! Ramp Transform! Ultimate City Tower! Launch to the rescue! You can do it Chase! New Paw Patrol Ultimate City Tower!",,,,paw,,,rescue ,,,,,,,,
